Дата операции,Номер документа,Тип документа,Контрагент,Сумма,Валюта,НДС,Счет учета,Описание операции,Ответственный сотрудник
2026-03-04,LG-05022,Счет-фактура,TOO Logistic Group,233500,KZT,28020.0,2930,Поставка расходных материалов,Марина Ж.
2026-03-05,LG-05023,Акт,TOO Prime Service,240750,KZT,28890.0,3310,Техническое обслуживание оборудования,Арман О.
2026-03-06,LG-05024,Счет-фактура,TOO Delta Supplies,248000,KZT,29760.0,7210,Маркетинговые услуги,Дамир К.
2026-03-07,LG-05025,Акт,TOO North Office,255250,KZT,30630.0,2930,Транспортные услуги,Айгерим С.
2026-03-08,LG-05026,Счет-фактура,TOO Metro Parts,262500,KZT,31500.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-03-09,LG-05027,Акт,TOO City Trade,269750,KZT,32370.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-03-10,LG-05028,Счет-фактура,IP Audit Expert,277000,KZT,33240.0,2930,Поставка расходных материалов,Арман О.
2026-03-11,LG-05029,Акт,TOO Vision Market,284250,KZT,34110.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-03-12,LG-05030,Счет-фактура,TOO Logistic Group,291500,KZT,34980.0,7210,Маркетинговые услуги,Айгерим С.
2026-03-13,LG-05031,Акт,TOO Prime Service,298750,KZT,35850.0,2930,Транспортные услуги,Нурлан Т.
2026-03-14,LG-05032,Счет-фактура,TOO Delta Supplies,306000,KZT,36720.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-03-15,LG-05033,Акт,TOO North Office,45000,KZT,5400.0,7210,Услуги сопровождения офиса,Арман О.
2026-03-16,LG-05034,Счет-фактура,TOO Metro Parts,52250,KZT,6270.0,2930,Поставка расходных материалов,Дамир К.
2026-03-17,LG-05035,Акт,TOO City Trade,59500,KZT,7140.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-03-18,LG-05036,Счет-фактура,IP Audit Expert,66750,KZT,8010.0,7210,Маркетинговые услуги,Нурлан Т.
2026-03-19,LG-05037,Акт,TOO Vision Market,74000,KZT,8880.0,2930,Транспортные услуги,Марина Ж.
2026-03-20,LG-05038,Счет-фактура,TOO Logistic Group,81250,KZT,9750.0,3310,Закупка канцелярских товаров,Арман О.
2026-03-21,LG-05039,Акт,TOO Prime Service,88500,KZT,10620.0,7210,Услуги сопровождения офиса,Дамир К.
2026-03-22,LG-05040,Счет-фактура,TOO Delta Supplies,95750,KZT,11490.0,2930,Поставка расходных материалов,Айгерим С.
2026-03-23,LG-05041,Акт,TOO North Office,103000,KZT,12360.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-03-24,LG-05042,Счет-фактура,TOO Metro Parts,110250,KZT,13230.0,7210,Маркетинговые услуги,Марина Ж.
2026-03-25,LG-05043,Акт,TOO City Trade,117500,KZT,14100.0,2930,Транспортные услуги,Арман О.
2026-03-26,LG-05044,Счет-фактура,IP Audit Expert,124750,KZT,14970.0,3310,Закупка канцелярских товаров,Дамир К.
2026-03-27,LG-05045,Акт,TOO Vision Market,132000,KZT,15840.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-03-28,LG-05046,Счет-фактура,IP Rare Vendor 15,139250,KZT,16710.0,2930,Поставка расходных материалов,Нурлан Т.
2026-03-29,LG-05047,Акт,TOO Prime Service,146500,KZT,17580.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-03-30,LG-05048,Счет-фактура,TOO Delta Supplies,153750,KZT,18450.0,7210,Маркетинговые услуги,Арман О.
2026-03-31,LG-05049,Акт,TOO North Office,161000,KZT,19320.0,2930,Транспортные услуги,Дамир К.
2026-04-01,LG-05050,Счет-фактура,TOO Metro Parts,168250,KZT,20190.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-04-02,LG-05051,Акт,TOO City Trade,175500,KZT,21060.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-04-03,LG-05052,Счет-фактура,IP Audit Expert,182750,KZT,21930.0,2930,Поставка расходных материалов,Марина Ж.
2026-04-04,LG-05053,Акт,TOO Vision Market,190000,KZT,22800.0,3310,Техническое обслуживание оборудования,Арман О.
2026-04-05,LG-05054,Счет-фактура,TOO Logistic Group,197250,KZT,23670.0,7210,Маркетинговые услуги,Дамир К.
2026-04-06,LG-05055,Акт,TOO Prime Service,204500,KZT,24540.0,2930,Транспортные услуги,Айгерим С.
2026-04-07,LG-05056,Счет-фактура,TOO Delta Supplies,211750,KZT,25410.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-04-08,LG-05057,Акт,TOO North Office,219000,KZT,26280.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-04-09,LG-05058,Счет-фактура,TOO Metro Parts,226250,KZT,27150.0,2930,Поставка расходных материалов,Арман О.
2026-04-10,LG-05059,Акт,TOO City Trade,233500,KZT,28020.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-04-11,LG-05060,Счет-фактура,IP Audit Expert,240750,KZT,28890.0,7210,Маркетинговые услуги,Айгерим С.
2026-04-12,LG-05061,Акт,TOO Vision Market,248000,KZT,29760.0,2930,Транспортные услуги,Нурлан Т.
2026-04-13,LG-05062,Счет-фактура,TOO Logistic Group,255250,KZT,30630.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-04-14,LG-05063,Акт,TOO Prime Service,262500,KZT,31500.0,7210,Услуги сопровождения офиса,Арман О.
2026-04-15,LG-05064,Счет-фактура,TOO Delta Supplies,269750,KZT,32370.0,2930,Поставка расходных материалов,Дамир К.
2026-04-16,LG-05065,Акт,TOO North Office,277000,KZT,33240.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-04-17,LG-05066,Счет-фактура,TOO Metro Parts,284250,KZT,34110.0,7210,Маркетинговые услуги,Нурлан Т.
2026-04-18,LG-05067,Акт,TOO City Trade,291500,KZT,34980.0,2930,Транспортные услуги,Марина Ж.
2026-04-19,LG-05068,Счет-фактура,IP Audit Expert,298750,KZT,35850.0,3310,Закупка канцелярских товаров,Арман О.
2026-04-20,LG-05069,Акт,TOO Vision Market,306000,KZT,36720.0,7210,Услуги сопровождения офиса,Дамир К.
2026-04-21,LG-05070,Счет-фактура,TOO Logistic Group,45000,KZT,5400.0,2930,Поставка расходных материалов,Айгерим С.
2026-04-22,LG-05071,Акт,TOO Prime Service,52250,KZT,6270.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-04-23,LG-05072,Счет-фактура,TOO Delta Supplies,59500,KZT,7140.0,7210,Маркетинговые услуги,Марина Ж.
2026-04-24,LG-05073,Акт,TOO North Office,66750,KZT,8010.0,2930,Транспортные услуги,Арман О.
2026-04-25,LG-05074,Счет-фактура,TOO Metro Parts,74000,KZT,8880.0,3310,Закупка канцелярских товаров,Дамир К.
2026-04-26,LG-05075,Акт,TOO City Trade,81250,KZT,9750.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-04-27,LG-05076,Счет-фактура,IP Audit Expert,88500,KZT,10620.0,2930,Поставка расходных материалов,Нурлан Т.
2026-04-28,LG-05077,Акт,TOO Vision Market,95750,KZT,11490.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-04-29,LG-05078,Счет-фактура,TOO Logistic Group,103000,KZT,12360.0,7210,Маркетинговые услуги,Арман О.
2026-04-30,LG-05079,Акт,TOO Prime Service,110250,KZT,13230.0,2930,Транспортные услуги,Дамир К.
2026-05-01,LG-05080,Счет-фактура,TOO Delta Supplies,117500,KZT,14100.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-05-02,LG-05081,Акт,TOO North Office,124750,KZT,14970.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-05-03,LG-05082,Счет-фактура,TOO Metro Parts,132000,KZT,15840.0,2930,Поставка расходных материалов,Марина Ж.
2026-05-04,LG-05083,Акт,TOO City Trade,139250,KZT,16710.0,3310,Техническое обслуживание оборудования,Арман О.
2026-05-05,LG-05084,Счет-фактура,IP Audit Expert,146500,KZT,17580.0,7210,Маркетинговые услуги,Дамир К.
2026-05-06,LG-05085,Акт,TOO Vision Market,153750,KZT,18450.0,2930,Транспортные услуги,Айгерим С.
2026-05-07,LG-05086,Счет-фактура,TOO Logistic Group,161000,KZT,19320.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-05-08,LG-05087,Акт,TOO Prime Service,168250,KZT,20190.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-05-09,LG-05088,Счет-фактура,TOO Delta Supplies,175500,KZT,21060.0,2930,Поставка расходных материалов,Арман О.
2026-05-10,LG-05089,Акт,TOO North Office,182750,KZT,21930.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-05-11,LG-05090,Счет-фактура,TOO Metro Parts,190000,KZT,22800.0,7210,Маркетинговые услуги,Айгерим С.
2026-05-12,LG-05091,Акт,TOO City Trade,197250,KZT,23670.0,2930,Транспортные услуги,Нурлан Т.
2026-05-13,LG-05092,Счет-фактура,IP Audit Expert,204500,KZT,24540.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-05-14,LG-05093,Акт,TOO Vision Market,211750,KZT,25410.0,7210,Услуги сопровождения офиса,Арман О.
2026-05-15,LG-05094,Счет-фактура,TOO Logistic Group,219000,KZT,26280.0,2930,Поставка расходных материалов,Дамир К.
2026-05-16,LG-05095,Акт,TOO Prime Service,226250,KZT,27150.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-05-17,LG-05096,Счет-фактура,TOO Delta Supplies,233500,KZT,28020.0,7210,Маркетинговые услуги,Нурлан Т.
2026-05-18,LG-05097,Акт,TOO North Office,240750,KZT,28890.0,2930,Транспортные услуги,Марина Ж.
2026-05-19,LG-05098,Счет-фактура,TOO Metro Parts,248000,KZT,29760.0,3310,Закупка канцелярских товаров,Арман О.
2026-05-20,LG-05099,Акт,TOO City Trade,255250,KZT,30630.0,7210,Услуги сопровождения офиса,Дамир К.
2026-05-21,LG-05100,Счет-фактура,IP Audit Expert,262500,KZT,31500.0,2930,Поставка расходных материалов,Айгерим С.
2026-05-22,LG-05101,Акт,TOO Vision Market,269750,KZT,32370.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-05-23,LG-05102,Счет-фактура,TOO Logistic Group,277000,KZT,33240.0,7210,Маркетинговые услуги,Марина Ж.
2026-05-24,LG-05103,Акт,TOO Prime Service,284250,KZT,34110.0,2930,Транспортные услуги,Арман О.
2026-05-25,LG-05104,Счет-фактура,TOO Delta Supplies,291500,KZT,34980.0,3310,Закупка канцелярских товаров,Дамир К.
2026-05-26,LG-05105,Акт,TOO North Office,298750,KZT,35850.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-05-27,LG-05106,Счет-фактура,TOO Metro Parts,306000,KZT,36720.0,2930,Поставка расходных материалов,Нурлан Т.
2026-05-28,LG-05107,Акт,TOO City Trade,45000,KZT,5400.0,3310,,Марина Ж.
2026-05-29,LG-05108,Счет-фактура,IP Audit Expert,52250,KZT,6270.0,7210,Маркетинговые услуги,Арман О.
2026-05-30,LG-05109,Акт,TOO Vision Market,59500,KZT,7140.0,2930,Транспортные услуги,Дамир К.
2026-05-31,LG-05110,Счет-фактура,TOO Logistic Group,66750,KZT,8010.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-06-01,LG-05111,Акт,TOO Prime Service,74000,KZT,8880.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-06-02,LG-05112,Счет-фактура,TOO Delta Supplies,81250,KZT,9750.0,2930,Поставка расходных материалов,Марина Ж.
2026-06-03,LG-05113,Акт,TOO North Office,88500,KZT,10620.0,3310,Техническое обслуживание оборудования,Арман О.
2026-06-04,LG-05114,Счет-фактура,TOO Metro Parts,95750,KZT,11490.0,7210,Маркетинговые услуги,Дамир К.
2026-06-05,LG-05115,Акт,TOO City Trade,103000,KZT,12360.0,2930,Транспортные услуги,Айгерим С.
2026-06-06,LG-05116,Счет-фактура,IP Audit Expert,110250,KZT,13230.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-06-07,LG-05117,Акт,TOO Vision Market,117500,KZT,14100.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-06-08,LG-05118,Счет-фактура,TOO Logistic Group,124750,KZT,14970.0,2930,Поставка расходных материалов,Арман О.
2026-06-09,LG-05119,Акт,TOO Prime Service,132000,KZT,15840.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-06-10,LG-05120,Счет-фактура,TOO Delta Supplies,139250,KZT,16710.0,7210,Маркетинговые услуги,Айгерим С.
2026-06-11,LG-05121,Акт,TOO North Office,146500,KZT,17580.0,2930,Транспортные услуги,Нурлан Т.
2026-06-12,LG-05122,Счет-фактура,TOO Metro Parts,153750,KZT,18450.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-06-13,LG-05123,Акт,TOO City Trade,161000,KZT,19320.0,7210,Услуги сопровождения офиса,Арман О.
2026-06-14,LG-05124,Счет-фактура,IP Audit Expert,168250,KZT,20190.0,2930,Поставка расходных материалов,Дамир К.
2026-06-15,LG-05125,Прочее,TOO Unknown Services,2750000,KZT,0,7210,Срочная корректировка вручную,Айгерим С.
2026-06-16,LG-05126,Счет-фактура,TOO Logistic Group,182750,KZT,21930.0,7210,Маркетинговые услуги,Нурлан Т.
2026-06-17,LG-05127,Акт,TOO Prime Service,190000,KZT,22800.0,2930,Транспортные услуги,Марина Ж.
2026-06-18,LG-05128,Счет-фактура,TOO Delta Supplies,197250,KZT,23670.0,3310,Закупка канцелярских товаров,Арман О.
2026-06-19,LG-05129,Акт,TOO North Office,204500,KZT,24540.0,7210,Услуги сопровождения офиса,Дамир К.
2026-06-20,LG-05130,Счет-фактура,TOO Metro Parts,211750,KZT,25410.0,2930,Поставка расходных материалов,Айгерим С.
2026-06-21,LG-05131,Акт,TOO City Trade,219000,KZT,26280.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-06-22,LG-05132,Счет-фактура,IP Audit Expert,226250,KZT,27150.0,7210,Маркетинговые услуги,Марина Ж.
2026-06-23,LG-05133,Акт,TOO Vision Market,233500,KZT,28020.0,2930,Транспортные услуги,Арман О.
2026-06-24,LG-05134,Счет-фактура,TOO Logistic Group,240750,KZT,28890.0,3310,Закупка канцелярских товаров,Дамир К.
2026-06-25,LG-05135,Акт,TOO Prime Service,248000,KZT,29760.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-06-26,LG-05136,Счет-фактура,TOO Delta Supplies,255250,KZT,30630.0,2930,Поставка расходных материалов,Нурлан Т.
2026-06-27,LG-05137,Акт,TOO North Office,262500,KZT,31500.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-06-28,LG-05138,Счет-фактура,TOO Metro Parts,269750,KZT,32370.0,7210,Маркетинговые услуги,Арман О.
2026-06-29,LG-05139,Акт,TOO City Trade,277000,KZT,33240.0,2930,Транспортные услуги,Дамир К.
2026-01-01,LG-05140,Счет-фактура,IP Audit Expert,284250,KZT,34110.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-01-02,LG-05141,Акт,TOO Vision Market,291500,KZT,34980.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-01-03,LG-05142,Счет-фактура,TOO Logistic Group,298750,KZT,35850.0,2930,Поставка расходных материалов,Марина Ж.
2026-01-04,LG-05143,Акт,TOO Prime Service,306000,KZT,36720.0,3310,Техническое обслуживание оборудования,Арман О.
2026-01-05,LG-05144,Счет-фактура,TOO Delta Supplies,45000,KZT,5400.0,7210,Маркетинговые услуги,Дамир К.
2026-01-06,LG-05145,Акт,TOO North Office,52250,KZT,6270.0,2930,Транспортные услуги,Айгерим С.
2026-01-07,LG-05146,Счет-фактура,TOO Metro Parts,59500,KZT,7140.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-01-08,LG-05147,Акт,TOO City Trade,66750,KZT,8010.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-01-09,LG-05148,Счет-фактура,IP Audit Expert,74000,KZT,8880.0,2930,Поставка расходных материалов,Арман О.
2026-01-10,LG-05149,Акт,TOO Vision Market,81250,KZT,9750.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-01-11,LG-05150,Счет-фактура,TOO Logistic Group,88500,KZT,10620.0,7210,Маркетинговые услуги,Айгерим С.
2026-01-12,LG-05151,Акт,TOO Prime Service,95750,KZT,11490.0,2930,Транспортные услуги,Нурлан Т.
2026-01-13,LG-05151,Счет-фактура,TOO Delta Supplies,103000,KZT,12360.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-01-14,LG-05153,Акт,TOO North Office,110250,KZT,13230.0,7210,Услуги сопровождения офиса,Арман О.
2026-01-15,LG-05154,Счет-фактура,TOO Metro Parts,117500,KZT,14100.0,2930,Поставка расходных материалов,Дамир К.
2026-01-16,LG-05155,Акт,TOO City Trade,124750,KZT,14970.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-01-17,LG-05156,Счет-фактура,IP Audit Expert,132000,KZT,15840.0,7210,Маркетинговые услуги,Нурлан Т.
2026-01-18,LG-05157,Акт,TOO Vision Market,139250,KZT,16710.0,2930,Транспортные услуги,Марина Ж.
2026-01-19,LG-05158,Счет-фактура,TOO Logistic Group,146500,KZT,17580.0,3310,Закупка канцелярских товаров,Арман О.
2026-01-20,LG-05159,Акт,TOO Prime Service,153750,KZT,18450.0,7210,Услуги сопровождения офиса,Дамир К.
2026-01-21,LG-05160,Счет-фактура,TOO Delta Supplies,161000,KZT,19320.0,2930,Поставка расходных материалов,Айгерим С.
2026-01-22,LG-05161,Акт,TOO North Office,168250,KZT,20190.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-01-23,LG-05162,Счет-фактура,TOO Metro Parts,175500,KZT,21060.0,7210,Маркетинговые услуги,Марина Ж.
2026-01-24,LG-05163,Акт,TOO City Trade,182750,KZT,21930.0,2930,Транспортные услуги,Арман О.
2026-01-25,LG-05164,Счет-фактура,IP Audit Expert,190000,KZT,22800.0,3310,Закупка канцелярских товаров,Дамир К.
2026-01-26,LG-05165,Акт,TOO Vision Market,197250,KZT,23670.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-01-27,LG-05166,Счет-фактура,TOO Logistic Group,204500,KZT,24540.0,2930,Поставка расходных материалов,Нурлан Т.
2026-01-28,LG-05167,Акт,TOO Prime Service,211750,KZT,25410.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-01-29,LG-05168,Счет-фактура,TOO Delta Supplies,219000,KZT,26280.0,7210,Маркетинговые услуги,Арман О.
2026-01-30,LG-05169,Акт,TOO North Office,226250,KZT,27150.0,2930,Транспортные услуги,Дамир К.
2026-01-31,LG-05170,Счет-фактура,TOO Metro Parts,233500,KZT,28020.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-02-01,LG-05171,Акт,TOO City Trade,240750,KZT,28890.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-02-02,LG-05172,Счет-фактура,IP Audit Expert,248000,KZT,29760.0,2930,Поставка расходных материалов,Марина Ж.
2026-02-03,LG-05173,Акт,TOO Vision Market,255250,KZT,30630.0,3310,Техническое обслуживание оборудования,Арман О.
2026-02-04,LG-05174,Счет-фактура,TOO Logistic Group,262500,KZT,31500.0,7210,Маркетинговые услуги,Дамир К.
2026-02-05,LG-05175,Акт,TOO Prime Service,269750,KZT,32370.0,2930,Транспортные услуги,Айгерим С.
2026-02-06,LG-05176,Счет-фактура,TOO Delta Supplies,277000,KZT,33240.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-02-07,LG-05177,Акт,TOO North Office,284250,KZT,34110.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-02-08,LG-05178,Счет-фактура,TOO Metro Parts,291500,KZT,34980.0,2930,Поставка расходных материалов,Арман О.
2026-02-09,LG-05179,Акт,TOO City Trade,298750,KZT,35850.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-02-10,LG-05180,Счет-фактура,IP Audit Expert,306000,KZT,36720.0,7210,Маркетинговые услуги,Айгерим С.
2026-02-11,LG-05181,Акт,TOO Vision Market,45000,KZT,5400.0,2930,Транспортные услуги,Нурлан Т.
2026-02-12,LG-05182,Счет-фактура,TOO Logistic Group,52250,KZT,6270.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-02-13,LG-05183,Акт,TOO Prime Service,59500,KZT,7140.0,7210,Услуги сопровождения офиса,Арман О.
2026-02-14,LG-05184,Счет-фактура,TOO Delta Supplies,66750,KZT,8010.0,2930,Поставка расходных материалов,Дамир К.
2026-02-15,LG-05185,Акт,TOO North Office,74000,KZT,8880.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-02-16,LG-05186,Счет-фактура,TOO Metro Parts,81250,KZT,9750.0,7210,Маркетинговые услуги,Нурлан Т.
2026-02-17,LG-05187,Акт,TOO City Trade,88500,KZT,10620.0,2930,Транспортные услуги,Марина Ж.
2026-02-18,LG-05188,Счет-фактура,IP Audit Expert,95750,KZT,11490.0,3310,Закупка канцелярских товаров,Арман О.
2026-02-19,LG-05189,Акт,TOO Vision Market,103000,KZT,12360.0,7210,Услуги сопровождения офиса,Дамир К.
2026-02-20,LG-05190,Счет-фактура,TOO Logistic Group,110250,KZT,13230.0,2930,Поставка расходных материалов,Айгерим С.
2026-02-21,LG-05191,Акт,TOO Prime Service,117500,KZT,14100.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-02-22,LG-05192,Счет-фактура,TOO Delta Supplies,124750,KZT,14970.0,7210,Маркетинговые услуги,Марина Ж.
2026-02-23,LG-05193,Акт,TOO North Office,132000,KZT,15840.0,2930,Транспортные услуги,Арман О.
2026-02-24,LG-05194,Счет-фактура,TOO Metro Parts,139250,KZT,16710.0,3310,Закупка канцелярских товаров,Дамир К.
2026-02-25,LG-05195,Акт,TOO City Trade,146500,KZT,17580.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-02-26,LG-05196,Счет-фактура,IP Audit Expert,153750,KZT,18450.0,2930,Поставка расходных материалов,Нурлан Т.
2026-02-27,LG-05197,Акт,TOO Vision Market,161000,KZT,19320.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-02-28,LG-05198,Счет-фактура,TOO Logistic Group,168250,KZT,20190.0,7210,Маркетинговые услуги,Арман О.
2026-03-01,LG-05199,Акт,TOO Prime Service,175500,KZT,21060.0,2930,Транспортные услуги,Дамир К.
2026-03-02,LG-05200,Счет-фактура,TOO Delta Supplies,182750,KZT,21930.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-03-03,LG-05201,Акт,TOO North Office,190000,KZT,22800.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-03-04,LG-05202,Счет-фактура,TOO Metro Parts,197250,KZT,23670.0,2930,Поставка расходных материалов,Марина Ж.
2026-03-05,LG-05203,Акт,TOO City Trade,204500,KZT,24540.0,3310,Техническое обслуживание оборудования,Арман О.
2026-03-06,LG-05204,Счет-фактура,IP Audit Expert,211750,KZT,25410.0,7210,Маркетинговые услуги,Дамир К.
2026-03-07,LG-05205,Акт,TOO Vision Market,219000,KZT,26280.0,2930,Транспортные услуги,Айгерим С.
2026-03-08,LG-05206,Счет-фактура,TOO Logistic Group,226250,KZT,27150.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-03-09,LG-05207,Акт,TOO Prime Service,233500,KZT,28020.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-03-10,LG-05208,Счет-фактура,TOO Delta Supplies,240750,KZT,28890.0,2930,Поставка расходных материалов,Арман О.
2026-03-11,LG-05209,Акт,TOO North Office,248000,KZT,29760.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-03-12,LG-05210,Счет-фактура,TOO Metro Parts,255250,KZT,30630.0,7210,Маркетинговые услуги,Айгерим С.
2026-03-13,LG-05211,Акт,TOO City Trade,262500,KZT,31500.0,2930,Транспортные услуги,Нурлан Т.
2026-03-14,LG-05212,Счет-фактура,IP Audit Expert,269750,KZT,32370.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-03-15,LG-05213,Акт,TOO Vision Market,277000,KZT,33240.0,7210,Услуги сопровождения офиса,Арман О.
2026-03-16,LG-05214,Счет-фактура,TOO Logistic Group,284250,KZT,34110.0,2930,Поставка расходных материалов,Дамир К.
2026-03-17,LG-05215,Акт,TOO Prime Service,291500,KZT,34980.0,3310,Техническое обслуживание оборудования,Айгерим С.
2026-03-18,LG-05216,Счет-фактура,TOO Delta Supplies,298750,KZT,35850.0,7210,Маркетинговые услуги,Нурлан Т.
2026-03-19,LG-05217,Акт,TOO North Office,306000,KZT,36720.0,2930,Транспортные услуги,Марина Ж.
2026-03-20,LG-05218,Счет-фактура,TOO Metro Parts,45000,KZT,5400.0,3310,,Арман О.
2026-03-21,LG-05219,Акт,TOO City Trade,52250,KZT,6270.0,7210,Услуги сопровождения офиса,Дамир К.
2026-03-22,LG-05220,Счет-фактура,IP Audit Expert,59500,KZT,7140.0,2930,Поставка расходных материалов,Айгерим С.
2026-03-23,LG-05221,Акт,TOO Vision Market,66750,KZT,8010.0,3310,Техническое обслуживание оборудования,Нурлан Т.
2026-03-24,LG-05222,Счет-фактура,TOO Logistic Group,74000,KZT,8880.0,7210,Маркетинговые услуги,Марина Ж.
2026-03-25,LG-05223,Акт,TOO Prime Service,81250,KZT,9750.0,2930,Транспортные услуги,Арман О.
2026-03-26,LG-05224,Счет-фактура,TOO Delta Supplies,88500,KZT,10620.0,3310,Закупка канцелярских товаров,Дамир К.
2026-03-27,LG-05225,Акт,TOO North Office,95750,KZT,11490.0,7210,Услуги сопровождения офиса,Айгерим С.
2026-03-28,LG-05226,Счет-фактура,TOO Metro Parts,103000,KZT,12360.0,2930,Поставка расходных материалов,Нурлан Т.
2026-03-29,LG-05227,Акт,TOO City Trade,110250,KZT,13230.0,3310,Техническое обслуживание оборудования,Марина Ж.
2026-03-30,LG-05228,Счет-фактура,IP Audit Expert,117500,KZT,14100.0,7210,Маркетинговые услуги,Арман О.
2026-03-31,LG-05229,Акт,TOO Vision Market,124750,KZT,14970.0,2930,Транспортные услуги,Дамир К.
2026-04-01,LG-05230,Счет-фактура,TOO Logistic Group,132000,KZT,15840.0,3310,Закупка канцелярских товаров,Айгерим С.
2026-04-02,LG-05231,Акт,TOO Prime Service,139250,KZT,16710.0,7210,Услуги сопровождения офиса,Нурлан Т.
2026-04-03,LG-05232,Счет-фактура,TOO Delta Supplies,146500,KZT,17580.0,2930,Поставка расходных материалов,Марина Ж.
2026-04-04,LG-05233,Акт,TOO North Office,153750,KZT,18450.0,3310,Техническое обслуживание оборудования,Арман О.
2026-04-05,LG-05234,Счет-фактура,TOO Metro Parts,161000,KZT,19320.0,7210,Маркетинговые услуги,Дамир К.
2026-04-06,LG-05235,Акт,TOO City Trade,168250,KZT,20190.0,2930,Транспортные услуги,Айгерим С.
2026-04-07,LG-05236,Счет-фактура,IP Audit Expert,175500,KZT,21060.0,3310,Закупка канцелярских товаров,Нурлан Т.
2026-04-08,LG-05237,Акт,TOO Vision Market,182750,KZT,21930.0,7210,Услуги сопровождения офиса,Марина Ж.
2026-04-09,LG-05238,Счет-фактура,TOO Logistic Group,190000,KZT,22800.0,2930,Поставка расходных материалов,Арман О.
2026-04-10,LG-05239,Акт,TOO Prime Service,197250,KZT,23670.0,3310,Техническое обслуживание оборудования,Дамир К.
2026-04-11,LG-05240,Счет-фактура,TOO Delta Supplies,204500,KZT,24540.0,7210,Маркетинговые услуги,Айгерим С.
2026-04-12,LG-05241,Акт,TOO North Office,211750,KZT,25410.0,2930,Транспортные услуги,Нурлан Т.
2026-04-13,LG-05242,Счет-фактура,TOO Metro Parts,219000,KZT,26280.0,3310,Закупка канцелярских товаров,Марина Ж.
2026-04-14,LG-05243,Акт,TOO City Trade,226250,KZT,27150.0,7210,Услуги сопровождения офиса,Арман О.
2026-04-15,LG-05244,Счет-фактура,IP Audit Expert,233500,KZT,28020.0,2930,Поставка расходных материалов,Дамир К.
